title,lat,lon,pageid,url
File:Snapphanevägens hundrastgård 06.jpg,59.413422,17.852319,177391690,https://commons.wikimedia.org/wiki/File:Snapphanevägens_hundrastgård_06.jpg
File:Ormholmen Hundön Drottningholm 10.jpg,59.323022,17.876731,178451912,https://commons.wikimedia.org/wiki/File:Ormholmen_Hundön_Drottningholm_10.jpg
File:Akalla hundrastgård Finlandsgatan 01.jpg,59.417631,17.916386,176339148,https://commons.wikimedia.org/wiki/File:Akalla_hundrastgård_Finlandsgatan_01.jpg
File:Humlegårdens hundpark 04.jpg,59.339256,18.0706,176387758,https://commons.wikimedia.org/wiki/File:Humlegårdens_hundpark_04.jpg
File:Bromstens Hundpark 2025 nov - 1.jpg,59.380711,17.912186,178578052,https://commons.wikimedia.org/wiki/File:Bromstens_Hundpark_2025_nov_-_1.jpg
File:Bromstens Hundpark 2025 nov - 7.jpg,59.380497,17.912542,178578064,https://commons.wikimedia.org/wiki/File:Bromstens_Hundpark_2025_nov_-_7.jpg
File:Wollmar Yxkullsgatans hundrastgård 01.jpg,59.316114,18.056725,177197887,https://commons.wikimedia.org/wiki/File:Wollmar_Yxkullsgatans_hundrastgård_01.jpg
File:Wollmar Yxkullsgatans hundrastgård 06.jpg,59.314525,18.061275,177197899,https://commons.wikimedia.org/wiki/File:Wollmar_Yxkullsgatans_hundrastgård_06.jpg
File:Bellevueparkens Hundrastområde 07.jpg,59.353939,18.047833,178335501,https://commons.wikimedia.org/wiki/File:Bellevueparkens_Hundrastområde_07.jpg
File:Snapphanevägens hundrastgård 01.jpg,59.412972,17.852203,177391685,https://commons.wikimedia.org/wiki/File:Snapphanevägens_hundrastgård_01.jpg
File:Sankt Eriksparkens hundrastgård 05.jpg,59.348897,18.041964,178334368,https://commons.wikimedia.org/wiki/File:Sankt_Eriksparkens_hundrastgård_05.jpg
File:Kvarnbergets hundrastgård 03.jpg,59.334278,18.043989,177216093,https://commons.wikimedia.org/wiki/File:Kvarnbergets_hundrastgård_03.jpg
File:Hundrastgård - Tureberg 3 - 2.jpg,59.429858,17.938714,177302065,https://commons.wikimedia.org/wiki/File:Hundrastgård_-_Tureberg_3_-_2.jpg
File:Hundrastgård Kyrkparken Barkarby 02.jpg,59.409006,17.866719,177383004,https://commons.wikimedia.org/wiki/File:Hundrastgård_Kyrkparken_Barkarby_02.jpg
File:Solvändashundrastgård 04.jpg,59.344178,18.034892,176735070,https://commons.wikimedia.org/wiki/File:Solvändashundrastgård_04.jpg
File:Sankt Eriksparkens hundrastgård 02.jpg,59.348769,18.041892,178334364,https://commons.wikimedia.org/wiki/File:Sankt_Eriksparkens_hundrastgård_02.jpg
File:Årvinge hundrastgård 08.jpg,59.396611,17.935025,176551839,https://commons.wikimedia.org/wiki/File:Årvinge_hundrastgård_08.jpg
File:Kristinebergs Hundrastgård 03.jpg,59.333389,18.007472,177265239,https://commons.wikimedia.org/wiki/File:Kristinebergs_Hundrastgård_03.jpg
File:Fatbursparkens hundrastgård 03.jpg,59.315492,18.069944,177197121,https://commons.wikimedia.org/wiki/File:Fatbursparkens_hundrastgård_03.jpg
File:Ormholmen Hundön Drottningholm 05.jpg,59.322558,17.876575,178451902,https://commons.wikimedia.org/wiki/File:Ormholmen_Hundön_Drottningholm_05.jpg
File:Kvarnbergets hundrastgård 08.jpg,59.33455,18.044011,177216104,https://commons.wikimedia.org/wiki/File:Kvarnbergets_hundrastgård_08.jpg
File:Rosenlundsparkens hundrastgård 05.jpg,59.309856,18.061864,177174603,https://commons.wikimedia.org/wiki/File:Rosenlundsparkens_hundrastgård_05.jpg
File:Wollmar Yxkullsgatans hundrastgård 04.jpg,59.316192,18.057375,177197898,https://commons.wikimedia.org/wiki/File:Wollmar_Yxkullsgatans_hundrastgård_04.jpg
File:Lundaängens Hundrastgård - Spånga Nov 2025 06.jpg,59.387233,17.876381,178577624,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_Nov_2025_06.jpg
File:Kristinebergs Hundrastgård 06.jpg,59.333381,18.007342,177265246,https://commons.wikimedia.org/wiki/File:Kristinebergs_Hundrastgård_06.jpg
File:Kvarnbergets hundrastgård 05.jpg,59.334411,18.044025,177216100,https://commons.wikimedia.org/wiki/File:Kvarnbergets_hundrastgård_05.jpg
File:Jakobsbergs Folkhögskolan Hundrastgård 01.jpg,59.425503,17.831178,178580646,https://commons.wikimedia.org/wiki/File:Jakobsbergs_Folkhögskolan_Hundrastgård_01.jpg
File:Fatbursparkens hundrastgård 06.jpg,59.315514,18.069914,177197127,https://commons.wikimedia.org/wiki/File:Fatbursparkens_hundrastgård_06.jpg
File:Blackebergsbackens hundrastgård 04.jpg,59.343872,17.877583,176438185,https://commons.wikimedia.org/wiki/File:Blackebergsbackens_hundrastgård_04.jpg
File:Bellevueparkens Hundrastområde 05.jpg,59.353981,18.047767,178335474,https://commons.wikimedia.org/wiki/File:Bellevueparkens_Hundrastområde_05.jpg
File:Kvarnbergets hundrastgård 04.jpg,59.334397,18.044006,177216099,https://commons.wikimedia.org/wiki/File:Kvarnbergets_hundrastgård_04.jpg
File:Bellevueparkens Hundrastområde 18.jpg,59.352628,18.047292,178335514,https://commons.wikimedia.org/wiki/File:Bellevueparkens_Hundrastområde_18.jpg
File:Sankt Göransparkens hundrastgård 10.jpg,59.335256,18.025019,177265514,https://commons.wikimedia.org/wiki/File:Sankt_Göransparkens_hundrastgård_10.jpg
File:Västra Hjorthagsparkens hundrastgård 08.jpg,59.355033,18.092783,176750913,https://commons.wikimedia.org/wiki/File:Västra_Hjorthagsparkens_hundrastgård_08.jpg
"File:Akalla hundrastgård, Järvafältet 03.jpg",59.410675,17.909467,176379913,"https://commons.wikimedia.org/wiki/File:Akalla_hundrastgård,_Järvafältet_03.jpg"
File:Monteliusvägens hundrastgård 01.jpg,59.320794,18.059211,177197329,https://commons.wikimedia.org/wiki/File:Monteliusvägens_hundrastgård_01.jpg
File:Bekomberga hundrastgård 01.jpg,59.356103,17.895094,176443399,https://commons.wikimedia.org/wiki/File:Bekomberga_hundrastgård_01.jpg
File:Sankt Eriksparkens hundrastgård 01.jpg,59.348747,18.041842,178334363,https://commons.wikimedia.org/wiki/File:Sankt_Eriksparkens_hundrastgård_01.jpg
File:Hjulsta hundrastgård 04.jpg,59.397186,17.88205,178530795,https://commons.wikimedia.org/wiki/File:Hjulsta_hundrastgård_04.jpg
"File:Husby hundrastgård, Stockholm 04.jpg",59.406094,17.921347,176379998,"https://commons.wikimedia.org/wiki/File:Husby_hundrastgård,_Stockholm_04.jpg"
File:Lundaängens Hundrastgård - Spånga Nov 2025 03.jpg,59.387328,17.876581,178577616,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_Nov_2025_03.jpg
File:Rosenlundsparkens hundrastgård 06.jpg,59.309811,18.061839,177174604,https://commons.wikimedia.org/wiki/File:Rosenlundsparkens_hundrastgård_06.jpg
File:Kampementsbackens hundrastgård 07.jpg,59.344592,18.103444,176742032,https://commons.wikimedia.org/wiki/File:Kampementsbackens_hundrastgård_07.jpg
File:Sankt Göransparkens hundrastgård 07.jpg,59.335183,18.024869,177265504,https://commons.wikimedia.org/wiki/File:Sankt_Göransparkens_hundrastgård_07.jpg
File:Konradsbergsparkens Hundrastgård 04.jpg,59.330792,18.018764,177265495,https://commons.wikimedia.org/wiki/File:Konradsbergsparkens_Hundrastgård_04.jpg
File:Kampementsbackens hundrastgård 12.jpg,59.344314,18.103314,176742037,https://commons.wikimedia.org/wiki/File:Kampementsbackens_hundrastgård_12.jpg
File:Monteliusvägens hundrastgård 07.jpg,59.3208,18.059836,177197338,https://commons.wikimedia.org/wiki/File:Monteliusvägens_hundrastgård_07.jpg
File:Tranebergs hundrastgård 04.jpg,59.334433,17.992006,177264837,https://commons.wikimedia.org/wiki/File:Tranebergs_hundrastgård_04.jpg
File:Kronobergsparkens hundrastgård 01.jpg,59.332214,18.036331,177211695,https://commons.wikimedia.org/wiki/File:Kronobergsparkens_hundrastgård_01.jpg
File:Skinnarviksbergets hundrastgård 02.jpg,59.319497,18.050794,177197605,https://commons.wikimedia.org/wiki/File:Skinnarviksbergets_hundrastgård_02.jpg
File:Blackebergsbackens hundrastgård 03.jpg,59.343772,17.877603,176438177,https://commons.wikimedia.org/wiki/File:Blackebergsbackens_hundrastgård_03.jpg
File:Kvarnens hundrastgård 02.jpg,59.402264,17.937058,176552281,https://commons.wikimedia.org/wiki/File:Kvarnens_hundrastgård_02.jpg
File:Lundaängens Hundrastgård - Spånga 07.jpg,59.364364,17.859444,176436457,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_07.jpg
File:Hundrastgård Kyrkparken Barkarby 05.jpg,59.40905,17.866883,177383009,https://commons.wikimedia.org/wiki/File:Hundrastgård_Kyrkparken_Barkarby_05.jpg
File:Vanadislundens hundrastgård 01.jpg,59.348236,18.055108,178333707,https://commons.wikimedia.org/wiki/File:Vanadislundens_hundrastgård_01.jpg
File:Ormholmen Hundön Drottningholm 01.jpg,59.321486,17.876181,178451898,https://commons.wikimedia.org/wiki/File:Ormholmen_Hundön_Drottningholm_01.jpg
"File:Hundgård, Frisens park 02.jpg",59.322564,18.116803,178064287,"https://commons.wikimedia.org/wiki/File:Hundgård,_Frisens_park_02.jpg"
File:Lundaängens Hundrastgård - Spånga Nov 2025 04.jpg,59.387169,17.876219,178577623,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_Nov_2025_04.jpg
File:Årvinge hundrastgård 06.jpg,59.396842,17.9351,176551834,https://commons.wikimedia.org/wiki/File:Årvinge_hundrastgård_06.jpg
File:Vanadislundens hundrastgård 04.jpg,59.347947,18.055839,178333719,https://commons.wikimedia.org/wiki/File:Vanadislundens_hundrastgård_04.jpg
File:Bekomberga hundrastgård 05.jpg,59.356086,17.895058,176443404,https://commons.wikimedia.org/wiki/File:Bekomberga_hundrastgård_05.jpg
File:Blackebergsbackens hundrastgård 02.jpg,59.343739,17.8776,176438176,https://commons.wikimedia.org/wiki/File:Blackebergsbackens_hundrastgård_02.jpg
File:Sankt Göransparkens hundrastgård 11.jpg,59.335267,18.025092,177265515,https://commons.wikimedia.org/wiki/File:Sankt_Göransparkens_hundrastgård_11.jpg
File:Kvarnens hundrastgård 04.jpg,59.402497,17.936903,176552285,https://commons.wikimedia.org/wiki/File:Kvarnens_hundrastgård_04.jpg
File:Slöjdvägens Hundrastgård 03.jpg,59.425894,17.833947,177394594,https://commons.wikimedia.org/wiki/File:Slöjdvägens_Hundrastgård_03.jpg
File:Hundrastgård - Tureberg 3 - 4.jpg,59.429825,17.938764,177302069,https://commons.wikimedia.org/wiki/File:Hundrastgård_-_Tureberg_3_-_4.jpg
File:Kampementsbackens hundrastgård 10.jpg,59.344272,18.103689,176742035,https://commons.wikimedia.org/wiki/File:Kampementsbackens_hundrastgård_10.jpg
File:Blackebergsbackens hundrastgård 01.jpg,59.3437,17.877619,176438175,https://commons.wikimedia.org/wiki/File:Blackebergsbackens_hundrastgård_01.jpg
File:Bellevueparkens Hundrastområde 06.jpg,59.353942,18.047842,178335475,https://commons.wikimedia.org/wiki/File:Bellevueparkens_Hundrastområde_06.jpg
File:Ormholmen Hundön Drottningholm 11.jpg,59.323108,17.876814,178451913,https://commons.wikimedia.org/wiki/File:Ormholmen_Hundön_Drottningholm_11.jpg
File:Kristinebergs Hundrastgård 01.jpg,59.333339,18.007647,177265240,https://commons.wikimedia.org/wiki/File:Kristinebergs_Hundrastgård_01.jpg
File:Tuvan hundpark - Sundbyberg 2025 nov - 9.jpg,59.358078,17.965328,178578604,https://commons.wikimedia.org/wiki/File:Tuvan_hundpark_-_Sundbyberg_2025_nov_-_9.jpg
File:Hundrastgård - Tureberg 3 - 5.jpg,59.429822,17.939,177302070,https://commons.wikimedia.org/wiki/File:Hundrastgård_-_Tureberg_3_-_5.jpg
File:Hundrastgård - Järvafältet Bögs gård 06.jpg,59.436342,17.915853,177302331,https://commons.wikimedia.org/wiki/File:Hundrastgård_-_Järvafältet_Bögs_gård_06.jpg
File:Kronobergsparkens hundrastgård 06.jpg,59.332011,18.036567,177211701,https://commons.wikimedia.org/wiki/File:Kronobergsparkens_hundrastgård_06.jpg
File:Lundaängens Hundrastgård - Spånga Nov 2025 02.jpg,59.387336,17.876578,178577619,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_Nov_2025_02.jpg
File:Jakobsbergs Folkhögskolan Hundrastgård 02.jpg,59.425697,17.831397,178580649,https://commons.wikimedia.org/wiki/File:Jakobsbergs_Folkhögskolan_Hundrastgård_02.jpg
File:Västra Hjorthagsparkens hundrastgård 04.jpg,59.355106,18.092694,176750908,https://commons.wikimedia.org/wiki/File:Västra_Hjorthagsparkens_hundrastgård_04.jpg
File:Kvarnens hundrastgård 07.jpg,59.402675,17.936731,176552292,https://commons.wikimedia.org/wiki/File:Kvarnens_hundrastgård_07.jpg
File:Bellevueparkens Hundrastområde 11.jpg,59.354622,18.048294,178335494,https://commons.wikimedia.org/wiki/File:Bellevueparkens_Hundrastområde_11.jpg
File:Bellevueparkens Hundrastområde 01.jpg,59.354436,18.047961,178335464,https://commons.wikimedia.org/wiki/File:Bellevueparkens_Hundrastområde_01.jpg
File:Bellevueparkens Hundrastområde 17.jpg,59.352572,18.047247,178335517,https://commons.wikimedia.org/wiki/File:Bellevueparkens_Hundrastområde_17.jpg
"File:Husby hundrastgård, Stockholm 03.jpg",59.405978,17.921556,176379996,"https://commons.wikimedia.org/wiki/File:Husby_hundrastgård,_Stockholm_03.jpg"
File:Slöjdvägens Hundrastgård 01.jpg,59.425872,17.833936,177394595,https://commons.wikimedia.org/wiki/File:Slöjdvägens_Hundrastgård_01.jpg
File:Kvarnens hundrastgård 06.jpg,59.402356,17.937236,176552290,https://commons.wikimedia.org/wiki/File:Kvarnens_hundrastgård_06.jpg
File:Monteliusvägens hundrastgård 05.jpg,59.320775,18.059369,177197334,https://commons.wikimedia.org/wiki/File:Monteliusvägens_hundrastgård_05.jpg
File:Lundaängens Hundrastgård - Spånga Nov 2025 08.jpg,59.387306,17.876503,178577631,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_Nov_2025_08.jpg
File:Kvarnbergets hundrastgård 06.jpg,59.334522,18.044022,177216098,https://commons.wikimedia.org/wiki/File:Kvarnbergets_hundrastgård_06.jpg
File:Kvarnbergets hundrastgård 07.jpg,59.334542,18.044,177216103,https://commons.wikimedia.org/wiki/File:Kvarnbergets_hundrastgård_07.jpg
File:Ormholmen Hundön Drottningholm 03.jpg,59.321481,17.876169,178451896,https://commons.wikimedia.org/wiki/File:Ormholmen_Hundön_Drottningholm_03.jpg
"File:Akalla hundrastgård, Järvafältet 05.jpg",59.410572,17.909261,176379919,"https://commons.wikimedia.org/wiki/File:Akalla_hundrastgård,_Järvafältet_05.jpg"
File:Jakobsbergs Folkhögskolan Hundrastgård 03.jpg,59.425903,17.830642,178580648,https://commons.wikimedia.org/wiki/File:Jakobsbergs_Folkhögskolan_Hundrastgård_03.jpg
File:Hundrastgård Kyrkparken Barkarby 07.jpg,59.409069,17.866883,177383011,https://commons.wikimedia.org/wiki/File:Hundrastgård_Kyrkparken_Barkarby_07.jpg
File:Oxtungans hundgård Hässelby 02.jpg,59.370003,17.818481,176434854,https://commons.wikimedia.org/wiki/File:Oxtungans_hundgård_Hässelby_02.jpg
File:Lundaängens Hundrastgård - Spånga 01.jpg,59.364456,17.859458,176436450,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_01.jpg
File:Årvinge hundrastgård 01.jpg,59.396911,17.935678,176551827,https://commons.wikimedia.org/wiki/File:Årvinge_hundrastgård_01.jpg
File:Kristinebergs Hundrastgård 05.jpg,59.333389,18.007344,177265247,https://commons.wikimedia.org/wiki/File:Kristinebergs_Hundrastgård_05.jpg
File:Bekomberga hundrastgård 04.jpg,59.356114,17.895039,176443405,https://commons.wikimedia.org/wiki/File:Bekomberga_hundrastgård_04.jpg
"File:Akalla hundrastgård, Järvafältet 09.jpg",59.410697,17.9094,176379925,"https://commons.wikimedia.org/wiki/File:Akalla_hundrastgård,_Järvafältet_09.jpg"
File:Blackebergsbackens hundrastgård 06.jpg,59.343881,17.877639,176438181,https://commons.wikimedia.org/wiki/File:Blackebergsbackens_hundrastgård_06.jpg
File:Vasaparkens hundrastgård 03.jpg,59.339414,18.040183,176733210,https://commons.wikimedia.org/wiki/File:Vasaparkens_hundrastgård_03.jpg
File:Kampementsbackens hundrastgård 01.jpg,59.344578,18.103475,176742025,https://commons.wikimedia.org/wiki/File:Kampementsbackens_hundrastgård_01.jpg
"File:Husby hundrastgård, Stockholm 05.jpg",59.406028,17.921458,176380000,"https://commons.wikimedia.org/wiki/File:Husby_hundrastgård,_Stockholm_05.jpg"
File:Tuvan hundpark - Sundbyberg 2025 nov - 6.jpg,59.358111,17.965319,178578599,https://commons.wikimedia.org/wiki/File:Tuvan_hundpark_-_Sundbyberg_2025_nov_-_6.jpg
File:Tuvan hundpark - Sundbyberg 2025 nov - 1.jpg,59.357942,17.9655,178578595,https://commons.wikimedia.org/wiki/File:Tuvan_hundpark_-_Sundbyberg_2025_nov_-_1.jpg
File:Vasaparkens hundrastgård 07.jpg,59.339128,18.040461,176733223,https://commons.wikimedia.org/wiki/File:Vasaparkens_hundrastgård_07.jpg
File:Lundaängens Hundrastgård - Spånga 04.jpg,59.364369,17.858936,176436454,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_04.jpg
File:Kvarnbergets hundrastgård 11.jpg,59.334544,18.044011,177216109,https://commons.wikimedia.org/wiki/File:Kvarnbergets_hundrastgård_11.jpg
File:Kvarnbergets hundrastgård 09.jpg,59.33455,18.044011,177216105,https://commons.wikimedia.org/wiki/File:Kvarnbergets_hundrastgård_09.jpg
File:Hundrastgård - Järvafältet Bögs gård 04.jpg,59.436336,17.916064,177302330,https://commons.wikimedia.org/wiki/File:Hundrastgård_-_Järvafältet_Bögs_gård_04.jpg
File:Strandvägens hundrastgård 05.jpg,59.331669,18.088122,178142501,https://commons.wikimedia.org/wiki/File:Strandvägens_hundrastgård_05.jpg
File:Kvarnens hundrastgård 08.jpg,59.402614,17.936694,176552294,https://commons.wikimedia.org/wiki/File:Kvarnens_hundrastgård_08.jpg
File:Solvändashundrastgård 01.jpg,59.344131,18.034647,176735067,https://commons.wikimedia.org/wiki/File:Solvändashundrastgård_01.jpg
File:Kampementsbackens hundrastgård 11.jpg,59.344269,18.103594,176742036,https://commons.wikimedia.org/wiki/File:Kampementsbackens_hundrastgård_11.jpg
File:Kampementsbackens hundrastgård 06.jpg,59.344789,18.10335,176742031,https://commons.wikimedia.org/wiki/File:Kampementsbackens_hundrastgård_06.jpg
File:Kvarnens hundrastgård 09.jpg,59.4026,17.936706,176552299,https://commons.wikimedia.org/wiki/File:Kvarnens_hundrastgård_09.jpg
File:Hundrastgård Tureberg 06.jpg,59.425819,17.941694,177300072,https://commons.wikimedia.org/wiki/File:Hundrastgård_Tureberg_06.jpg
File:Strandvägens hundrastgård 03.jpg,59.331647,18.088156,178142492,https://commons.wikimedia.org/wiki/File:Strandvägens_hundrastgård_03.jpg
File:Humlegårdens hundpark 01.jpg,59.338847,18.070522,176387752,https://commons.wikimedia.org/wiki/File:Humlegårdens_hundpark_01.jpg
File:Fatbursparkens hundrastgård 02.jpg,59.315517,18.0699,177197123,https://commons.wikimedia.org/wiki/File:Fatbursparkens_hundrastgård_02.jpg
File:Kvarnbergets hundrastgård 01.jpg,59.334203,18.044017,177216095,https://commons.wikimedia.org/wiki/File:Kvarnbergets_hundrastgård_01.jpg
File:Kvarnens hundrastgård 03.jpg,59.402425,17.937122,176552282,https://commons.wikimedia.org/wiki/File:Kvarnens_hundrastgård_03.jpg
File:Årvinge hundrastgård 07.jpg,59.396633,17.935014,176551836,https://commons.wikimedia.org/wiki/File:Årvinge_hundrastgård_07.jpg
File:Bekomberga hundrastgård 03.jpg,59.356122,17.895117,176443401,https://commons.wikimedia.org/wiki/File:Bekomberga_hundrastgård_03.jpg
File:Lundaängens Hundrastgård - Spånga 09.jpg,59.364239,17.859439,176436460,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_09.jpg
File:Tuvan hundpark - Sundbyberg 2025 nov - 5.jpg,59.358089,17.965339,178578596,https://commons.wikimedia.org/wiki/File:Tuvan_hundpark_-_Sundbyberg_2025_nov_-_5.jpg
File:Lundaängens Hundrastgård - Spånga 11.jpg,59.364236,17.859436,176436463,https://commons.wikimedia.org/wiki/File:Lundaängens_Hundrastgård_-_Spånga_11.jpg
File:Tessinparkenshundrastgård 03.jpg,59.344964,18.093914,176740418,https://commons.wikimedia.org/wiki/File:Tessinparkenshundrastgård_03.jpg
File:Kampementsbackens hundrastgård 17.jpg,59.344425,18.103075,176742042,https://commons.wikimedia.org/wiki/File:Kampementsbackens_hundrastgård_17.jpg
File:Hundrastgård - Järvafältet Bögs gård 02.jpg,59.436328,17.916553,177302327,https://commons.wikimedia.org/wiki/File:Hundrastgård_-_Järvafältet_Bögs_gård_02.jpg
File:Kristinebergs Hundrastgård 04.jpg,59.333397,18.007458,177265242,https://commons.wikimedia.org/wiki/File:Kristinebergs_Hundrastgård_04.jpg
File:Hundrastgård Tureberg 03.jpg,59.426036,17.941417,177300066,https://commons.wikimedia.org/wiki/File:Hundrastgård_Tureberg_03.jpg
File:Solvändashundrastgård 05.jpg,59.344117,18.034944,176735072,https://commons.wikimedia.org/wiki/File:Solvändashundrastgård_05.jpg
File:Lill-Jansskogens hundrastgård 02.jpg,59.351822,18.074889,176339284,https://commons.wikimedia.org/wiki/File:Lill-Jansskogens_hundrastgård_02.jpg
File:Kampementsbackens hundrastgård 14.jpg,59.344458,18.103114,176742039,https://commons.wikimedia.org/wiki/File:Kampementsbackens_hundrastgård_14.jpg
File:Tuvan hundpark - Sundbyberg 2025 nov - 8.jpg,59.357961,17.96545,178578603,https://commons.wikimedia.org/wiki/File:Tuvan_hundpark_-_Sundbyberg_2025_nov_-_8.jpg
File:Kontorsparkens Hundrastgård 11.jpg,59.357175,18.088061,176749176,https://commons.wikimedia.org/wiki/File:Kontorsparkens_Hundrastgård_11.jpg
File:Kontorsparkens Hundrastgård 04.jpg,59.357136,18.088333,176749162,https://commons.wikimedia.org/wiki/File:Kontorsparkens_Hundrastgård_04.jpg
File:Hundrastgård - Tureberg 3 - 1.jpg,59.429814,17.938719,177302067,https://commons.wikimedia.org/wiki/File:Hundrastgård_-_Tureberg_3_-_1.jpg
File:Wollmar Yxkullsgatans hundrastgård 02.jpg,59.316131,18.056942,177197888,https://commons.wikimedia.org/wiki/File:Wollmar_Yxkullsgatans_hundrastgård_02.jpg
File:Golfängarnas Hundrastgård.jpg,59.371005,17.979191,176648685,https://commons.wikimedia.org/wiki/File:Golfängarnas_Hundrastgård.jpg
File:Skinnarviksbergets hundrastgård 07.jpg,59.319606,18.050669,177197616,https://commons.wikimedia.org/wiki/File:Skinnarviksbergets_hundrastgård_07.jpg
File:Skinnarviksbergets hundrastgård 03.jpg,59.319489,18.050756,177197606,https://commons.wikimedia.org/wiki/File:Skinnarviksbergets_hundrastgård_03.jpg
File:Kronobergsparkens hundrastgård 03.jpg,59.332211,18.036319,177211696,https://commons.wikimedia.org/wiki/File:Kronobergsparkens_hundrastgård_03.jpg
File:Ormholmen Hundön Drottningholm 04.jpg,59.322394,17.876603,178451901,https://commons.wikimedia.org/wiki/File:Ormholmen_Hundön_Drottningholm_04.jpg
File:Ormholmen Hundön Drottningholm 06.jpg,59.322608,17.87655,178451903,https://commons.wikimedia.org/wiki/File:Ormholmen_Hundön_Drottningholm_06.jpg
